title,author,genre,tropes,imageUrl,synopsis,rating,ratedBy
Love Story,Lauren Layne,Contemporary Romance,"enemies to lovers, workplace, book world",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551916422i/41817915.jpg,Lucy and her co-worker Ian compete for the same promotion in the publishing world.,3.96,27364
Walk of Shame,Lauren Layne,Contemporary Romance,"one night stand, enemies to lovers, humor",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1457889075i/28667166.jpg,Georgiana's one night stand turns into her new boss. Their professional relationship is complicated.,3.88,27364
Dirty Secret,Lauren Layne,Contemporary Romance,"secret relationship, workplace, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531343293i/39661127.jpg,An uptight executive and a laid-back coworker hide their relationship from the office.,3.91,17364
The Prenup,Lauren Layne,Contemporary Romance,"marriage of convenience, fake relationship, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1628622604i/56203398.jpg,Charlotte and Colin enter a marriage of convenience with a detailed prenup. Feelings complicate things.,3.87,27364
Hard Feelings,Lauren Layne,Contemporary Romance,"enemies to lovers, wedding planning, forced proximity",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660145162i/61718056.jpg,Wedding planner Caroline and bartender Quinn clash constantly. Until they don't.,3.92,17364
Made in Manhattan,Lauren Layne,Contemporary Romance,"opposites attract, fake dating, Manhattan setting",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1579989875i/49976089.jpg,Violet needs to prove she's settled down. Cain agrees to fake date her in Manhattan.,3.94,17364
Passion on Park Avenue,Lauren Layne,Contemporary Romance,"renovation, forced proximity, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518018918i/36524435.jpg,Naomi renovates a Manhattan townhouse. Her contractor Oliver challenges her at every turn.,3.88,17364
Love on Lexington Avenue,Lauren Layne,Contemporary Romance,"widow romance, emotional healing, slow burn",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556913153i/44846837.jpg,Claire is a recent widow. Scott helps her heal and find love again.,3.96,17364
Marriage on Madison Avenue,Lauren Layne,Contemporary Romance,"friends to lovers, fake relationship, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1574191396i/48665915.jpg,Audrey and Blake fake an engagement. Their friendship becomes something more.,3.99,17364
Irresistibly Yours,Lauren Layne,Contemporary Romance,"enemies to lovers, small town, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418156077i/22571515.jpg,Penelope moves to a small town and clashes with her neighbor Cole. Sparks fly.,3.92,27364
The Hating Game,Sally Thorne,Contemporary Romance,"enemies to lovers, workplace romance, forced proximity",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459888746i/25883848.jpg,"Lucy Hutton and Joshua Templeman hate each other. Not dislike. Not begrudgingly tolerate. Hate. And they have no problem displaying their feelings through a series of ritualistic passive aggressive maneuvers as they sit across from each other, executive assistants to co-CEOs of a publishing company.",4.06,382547
The Shadows Between Us,Tricia Levenseller,Fantasy Romance,"villain romance, enemies to lovers, political intrigue",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556913152i/44846836.jpg,"Alessandra is tired of being overlooked, but she has a plan to gain power: marry the Shadow King and then kill him. But as she gets to know him, her plans begin to unravel.",3.87,98472
The Score,Elle Kennedy,New Adult Romance,"friends to lovers, sports romance, tutoring",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451588081i/27252957.jpg,"Allie Hayes wants two things: to graduate with honors and to get her ex-boyfriend back. Dean Di Laurentis can help with both. But when they strike a deal, chemistry gets in the way.",4.43,174638
The Goal,Elle Kennedy,New Adult Romance,"friends to lovers, pregnancy, sports romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1476124903i/31450908.jpg,"Tucker thinks Sabrina is the perfect woman, but she refuses to give him the time of day. When he finally wears her down, complications arise that test their relationship.",4.38,127384
The Legacy,Elle Kennedy,New Adult Romance,"forbidden romance, sports romance, emotional depth",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631571923i/58724923.jpg,"Four new hockey players navigate life, love, and the pressure of legacy at Briar University.",4.25,87364
Icebreaker,Hannah Grace,New Adult Romance,"sports romance, enemies to lovers, forced proximity",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657871969i/61431922.jpg,Figure skater Anastasia Allen needs to share the rink with the hockey team. Hockey captain Nate Hawkins isn't thrilled. But forced proximity leads to unexpected feelings.,4.17,256384
Wildfire,Hannah Grace,New Adult Romance,"brother's best friend, sports romance, opposites attract",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689876367i/123131168.jpg,"When Aurora returns to her hometown, she reconnects with Russ, her brother's best friend who she's had a crush on for years.",4.26,94736
Daydream,Hannah Grace,New Adult Romance,"fake dating, opposites attract, college romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1700494979i/123131202.jpg,"Halle needs a fake boyfriend to get her family off her back. Henry agrees to help, but their arrangement becomes complicated.",4.18,67384
The Cruel Prince,Holly Black,Fantasy Romance,"enemies to lovers, mortal in fae world, slow burn",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519563270i/26032825.jpg,"Jude was seven when her parents were murdered and she was taken to the High Court of Faerie. Ten years later, she wants to belong, despite her mortality.",4.09,687364
The Wicked King,Holly Black,Fantasy Romance,"enemies to lovers, political intrigue, power dynamics",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1527171070i/26032912.jpg,"Jude has bound the wicked king, Cardan, to her, making herself the power behind the throne. But ruling is harder than she imagined.",4.32,437284
The Queen of Nothing,Holly Black,Fantasy Romance,"enemies to lovers, redemption, epic conclusion",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559135543i/42201395.jpg,"After being exiled, Jude must find a way to reclaim her throne and save the faerie realm from a threat that could destroy everything.",4.35,367284
From Blood and Ash,Jennifer L. Armentrout,Fantasy Romance,"forbidden love, chosen one, betrayal",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1588843906i/52702868.jpg,"Chosen from birth to usher in a new era, Poppy's life has never been her own. But when Hawke becomes her guard, everything she thought she knew is questioned.",4.35,428736
A Kingdom of Flesh and Fire,Jennifer L. Armentrout,Fantasy Romance,"enemies to lovers, fated mates, epic fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1593538727i/52702869.jpg,Everything Poppy believed about herself and her future was a lie. The truth will change everything and everyone.,4.6,297384
The Crown of Gilded Bones,Jennifer L. Armentrout,Fantasy Romance,"fated mates, prophecy, epic battles",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1600639652i/52702870.jpg,"Poppy never dreamed she would find love, but now she has everything she wanted. Except her life is not her own.",4.54,237284
The War of Two Queens,Jennifer L. Armentrout,Fantasy Romance,"mates, war and love, sacrifice",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1628622602i/56203396.jpg,War is only the beginning. Poppy must embrace her destiny to save those she loves most.,4.59,187364
Obsidian,Jennifer L. Armentrout,Young Adult Romance,"enemies to lovers, alien romance, supernatural",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366130730i/12578077.jpg,"When Katy moves to West Virginia, she meets Daemon Black. He's hot, arrogant, and not exactly human. Their connection could cost them everything.",4.17,384726
Serpent & Dove,Shelby Mahurin,Fantasy Romance,"enemies to lovers, witch and witch hunter, forced marriage",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555876634i/40024139.jpg,"Bound as man and wife, Lou, a witch, and Reid, a witch hunter, must survive the perils of their union in a world that wants them dead.",4.03,187364
Blood & Honey,Shelby Mahurin,Fantasy Romance,"forbidden love, magic, revenge",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1578937468i/50623864.jpg,Lou and Reid's happily ever after is short-lived when they're forced apart. Lou must embrace her magic while Reid faces his past.,4.21,97364
Gods & Monsters,Shelby Mahurin,Fantasy Romance,"star-crossed lovers, epic battles, sacrifice",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1600878861i/53400175.jpg,The epic conclusion to the Serpent & Dove trilogy brings Lou and Reid together for one final battle.,4.31,67384
A Deal with the Elf King,Elise Kova,Fantasy Romance,"arranged marriage, beauty and the beast retelling, slow burn",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1590948982i/52296494.jpg,"Luella must marry the Elf King to save her people. But the mysterious king is not what she expected, and their connection grows deeper.",4.11,87364
Radiance,Grace Draven,Fantasy Romance,"arranged marriage, different species, slow burn",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451558756i/24473763.jpg,"Political marriage between a human woman and a Kai prince who find each other physically repulsive. Yet, they form a deep bond based on respect and friendship.",4.23,87364
Eidolon,Grace Draven,Fantasy Romance,"marriage of convenience, opposites attract, cultural differences",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1466993478i/30170795.jpg,The continuation of Brishen and Ildiko's story as they navigate war and protect their kingdom.,4.35,47364
Master of Crows,Grace Draven,Fantasy Romance,"teacher and student, dark magic, redemption",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328025134i/7587897.jpg,A woman enslaved by a corrupt mage must help him seduce and destroy a powerful sorcerer. But she finds unexpected connection.,4.12,27364
The Bridge Kingdom,Danielle L. Jensen,Fantasy Romance,"enemies to lovers, marriage of convenience, spy romance",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543271228i/42862158.jpg,"Lara has been trained her entire life to destroy the Bridge Kingdom. Sent to marry the king, she must betray him. But she begins to question everything.",4.27,147364
The Traitor Queen,Danielle L. Jensen,Fantasy Romance,"second chance romance, war and love, betrayal",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1565203657i/45290710.jpg,Lara must decide where her loyalties lie as war threatens to destroy everything she holds dear.,4.44,97364
Dark Shores,Danielle L. Jensen,Fantasy Romance,"enemies to lovers, adventure romance, different worlds",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1545848371i/42201724.jpg,A pirate captain and a warrior from different lands must work together to survive and find their way home.,4.09,67364
Gilded Wolves,Roshani Chokshi,Fantasy Romance,"heist romance, found family, historical fantasy",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1535598410i/39863498.jpg,"Set in Paris during the Belle Époque, a crew of outcasts must pull off a heist to reclaim a lost legacy.",3.92,87364
The Star-Touched Queen,Roshani Chokshi,Fantasy Romance,"arranged marriage, mythology, reincarnation",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1456094358i/26738653.jpg,"Maya is cursed with a horoscope that promises marriage and death. When she becomes the queen of Akaran, she discovers magic and a past life.",3.77,67364
